code,label,slug,restaurant_name,objectID
TYC_1056,Greek,greek,Strofilia,78848
TYC_1052,Modern French,modern-french,Selecto,79182
TYC_1096,Seafood,seafood-1096,La Marée,79041
TYC_1052,Modern French,modern-french,Henri,79268
TYC_1096,Seafood,seafood-1096,La Belle Maraîchère,79301
TYC_1031,Classic Cuisine,classic-cuisine,La Belle Maraîchère,79301
TYC_1096,Seafood,seafood-1096,Le Vismet,79040
TYC_1146,Organic,organic,Barge,79360
TYC_1156,Market Cuisine,market-cuisine,Barge,79360
TYC_1068,Japanese,japanese,Samouraï,78709
TYC_1015,Belgian,belgian,Aux Armes de Bruxelles,78664
TYC_1031,Classic Cuisine,classic-cuisine,Aux Armes de Bruxelles,78664
TYC_1031,Classic Cuisine,classic-cuisine,De l'Ogenblik,78959
TYC_1015,Belgian,belgian,De l'Ogenblik,78959
TYC_1050,Classic French,classic-french,Comptoir des Galeries,79004
TYC_1015,Belgian,belgian,Taverne du Passage,78928
TYC_1031,Classic Cuisine,classic-cuisine,Taverne du Passage,78928
TYC_1031,Classic Cuisine,classic-cuisine,Comme chez Soi,79141
TYC_1052,Modern French,modern-french,Bozar Restaurant,78635
TYC_1036,Creative,creative,Bozar Restaurant,78635
TYC_1122,Traditional Cuisine,traditional-cuisine,Les Brigittines Aux marches de la Chapelle,78850
TYC_1015,Belgian,belgian,Les Brigittines Aux marches de la Chapelle,78850
TYC_1036,Creative,creative,San Sablon,79234
TYC_1067,Italian,italian,Genco,79061
TYC_1015,Belgian,belgian,Au Vieux Saint Martin,78800
TYC_1250,Seasonal Cuisine,seasonal-cuisine,Gus,79184
TYC_1015,Belgian,belgian,Gus,79184
TYC_1250,Seasonal Cuisine,seasonal-cuisine,Lola,79272
TYC_1044,Spanish,spanish,Hispania,78849
TYC_1096,Seafood,seafood-1096,L'Écailler du Palais Royal,79270
TYC_1067,Italian,italian,senzanome,78801
TYC_1109,Sicilian,sicilian,senzanome,78801
TYC_1015,Belgian,belgian,Brasserie Ploegmans,79286
TYC_1122,Traditional Cuisine,traditional-cuisine,Brasserie Ploegmans,79286
TYC_1031,Classic Cuisine,classic-cuisine,Les Petits Oignons,79064
TYC_1102,Country cooking,country,Les Petits Oignons,79064
TYC_1063,Asian Influences,asian-influences,La Paix,78753
TYC_1036,Creative,creative,La Paix,78753
TYC_1085,Modern Cuisine,modern-cuisine,Umā,78977
TYC_1065,International,international,Umā,78977
TYC_1122,Traditional Cuisine,traditional-cuisine,JB,79269
TYC_1050,Classic French,classic-french,JB,79269
TYC_1067,Italian,italian,Gioia,78632
TYC_1139,Vietnamese Contemporary,vietnamese-contemporary,Nénu,79009
TYC_1128,Meats and Grills,meats-and-grills,Colonel,78924
TYC_1052,Modern French,modern-french,Colonel,78924
TYC_1101,Regional Cuisine,regional-cuisine,Maison du Luxembourg,78774
TYC_1031,Classic Cuisine,classic-cuisine,Maison du Luxembourg,78774
TYC_1156,Market Cuisine,market-cuisine,Chou,78901
TYC_1122,Traditional Cuisine,traditional-cuisine,Chou,78901
TYC_1042,Cuisine from South West France,cuisine-from-south-west-france,Saint Boniface,78943
TYC_1102,Country cooking,country,Saint Boniface,78943
TYC_1049,French,french,Maxime Maziers,78655
TYC_1067,Italian,italian,Osteria Bolognese,78988
TYC_1146,Organic,organic,Savage,79424
TYC_1126,Vegetarian,vegetarian,Savage,79424
TYC_1126,Vegetarian,vegetarian,iOda,79408
TYC_1146,Organic,organic,iOda,79408
TYC_1085,Modern Cuisine,modern-cuisine,La Canne en Ville,78946
TYC_1036,Creative,creative,La Canne en Ville,78946
TYC_1149,Home Cooking,home-cooking,Le Tournant,78937
TYC_1128,Meats and Grills,meats-and-grills,French Kiss,78736
TYC_1031,Classic Cuisine,classic-cuisine,French Kiss,78736
TYC_1036,Creative,creative,Wine in the City,78836
TYC_1085,Modern Cuisine,modern-cuisine,Wine in the City,78836
TYC_1146,Organic,organic,Tero,79220
TYC_1126,Vegetarian,vegetarian,Tero,79220
TYC_1146,Organic,organic,Màloma,79357
TYC_1067,Italian,italian,Dolce Amaro,78949
TYC_1067,Italian,italian,San Daniele,78653
TYC_1230,Sharing,sharing,La Charcuterie,78981
TYC_1102,Country cooking,country,La Charcuterie,78981
TYC_1067,Italian,italian,Atelier Dolce Amaro,79395
TYC_6,Contemporary,contemporary,Alice,79391
TYC_1156,Market Cuisine,market-cuisine,Alice,79391
TYC_1015,Belgian,belgian,René,78882
TYC_1031,Classic Cuisine,classic-cuisine,René,78882
TYC_1036,Creative,creative,Humus x Hortense,78781
TYC_1146,Organic,organic,Humus x Hortense,78781
TYC_1052,Modern French,modern-french,Origine,78638
TYC_1012,World Cuisine,world-cuisine,Origine,78638
TYC_1052,Modern French,modern-french,Stirwen,78710
TYC_1051,Creative French,creative-french,Odette en Ville,79104
TYC_1031,Classic Cuisine,classic-cuisine,Les Caprices d'Harmony,79265
TYC_1067,Italian,italian,Racines,78720
TYC_1085,Modern Cuisine,modern-cuisine,La Buvette,78802
TYC_1146,Organic,organic,La Buvette,78802
TYC_1049,French,french,La Brouette,79091
TYC_1031,Classic Cuisine,classic-cuisine,Les Potes en Toque,78892
TYC_800,French Contemporary,french-contemporary,Les Potes en Toque,78892
TYC_1067,Italian,italian,Ricciocapriccio,78771
TYC_1067,Italian,italian,Fico,78629
TYC_1109,Sicilian,sicilian,Fico,78629
TYC_1056,Greek,greek,Philema,78630
TYC_1085,Modern Cuisine,modern-cuisine,Brugmann,79152
TYC_1010,Asian,asian,Old Boy,79068
TYC_1049,French,french,Toucan,78944
TYC_1031,Classic Cuisine,classic-cuisine,Toucan,78944
TYC_1034,Korean,korean,Maru,78779
TYC_1010,Asian,asian,Maru,78779
TYC_1096,Seafood,seafood-1096,Toucan sur Mer,78896
TYC_1085,Modern Cuisine,modern-cuisine,Isabelle Arpin,78832
TYC_1068,Japanese,japanese,Kamo,78657
TYC_1115,Sushi,sushi,Kamo,78657
TYC_1030,Chinese,chinese,Car Bon,79342
TYC_1116,Sichuan,sichuan,Car Bon,79342
TYC_1122,Traditional Cuisine,traditional-cuisine,Au Savoy,79251
TYC_1156,Market Cuisine,market-cuisine,Amen,79105
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,La Villa Emily,78772
TYC_1096,Seafood,seafood-1096,Brasserie de l'Expo,79238
TYC_1031,Classic Cuisine,classic-cuisine,Brasserie de l'Expo,79238
TYC_1067,Italian,italian,Le Buone Maniere,78654
TYC_1051,Creative French,creative-french,Le Monde est Petit,79092
TYC_1036,Creative,creative,La Villa in the Sky,78770
TYC_1146,Organic,organic,La Villa in the Sky,78770
TYC_1015,Belgian,belgian,La Brasserie de la Gare,78884
TYC_1031,Classic Cuisine,classic-cuisine,La Brasserie de la Gare,78884
TYC_1103,Roman,roman,Osteria Romana,78879
TYC_1128,Meats and Grills,meats-and-grills,Les Caves d'Alex,79093
TYC_1067,Italian,italian,La Truffe Noire,78714
TYC_1068,Japanese,japanese,Nonbe Daigaku,78730
TYC_1115,Sushi,sushi,Nonbe Daigaku,78730
TYC_1162,Grills,grills-1162,Le Brasero,78637
TYC_1128,Meats and Grills,meats-and-grills,Le Brasero,78637
TYC_1050,Classic French,classic-french,Brasserie de la Patinoire,78651
TYC_1067,Italian,italian,Da Mimmo,79189
TYC_1067,Italian,italian,Le Coq en Pâte,79049
TYC_1031,Classic Cuisine,classic-cuisine,De Maurice à Olivier,79276
TYC_1117,Thai,thai,Villa Singha,78926
TYC_1010,Asian,asian,Villa Singha,78926
TYC_1067,Italian,italian,Caffè Al Dente,78851
TYC_1146,Organic,organic,Ivresse,79396
TYC_1085,Modern Cuisine,modern-cuisine,Ivresse,79396
TYC_1085,Modern Cuisine,modern-cuisine,'t Stoveke,78789
TYC_1071,Lebanese,lebanese,Faraya,79111
TYC_66,Middle Eastern,middle-eastern,Faraya,79111
TYC_1085,Modern Cuisine,modern-cuisine,Sanzaru,78893
TYC_1063,Asian Influences,asian-influences,Sanzaru,78893
TYC_1052,Modern French,modern-french,Michel,79080
TYC_1052,Modern French,modern-french,Cinq,78883
TYC_1067,Italian,italian,Bottega Vannini,79340
TYC_1129,Vietnamese,vietnamese,Le Nénuphar,78708
TYC_1010,Asian,asian,Le Nénuphar,78708
TYC_1031,Classic Cuisine,classic-cuisine,Brasserie Bijgaarden,78713
TYC_1067,Italian,italian,Al Piccolo,79192
TYC_1117,Thai,thai,Appel Thaï,78627
TYC_1036,Creative,creative,La Villa Lorraine by Yves Mattagne,79431
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,Le Gril aux herbes,78931
TYC_1031,Classic Cuisine,classic-cuisine,Le Passage,79264
TYC_1102,Country cooking,country,Le Pigeon Noir,78799
TYC_1050,Classic French,classic-french,Le Pigeon Noir,78799
TYC_1071,Lebanese,lebanese,Maza'j,78881
TYC_66,Middle Eastern,middle-eastern,Maza'j,78881
TYC_1031,Classic Cuisine,classic-cuisine,La Branche d'Olivier,79005
TYC_1030,Chinese,chinese,Station 3,79107
TYC_1128,Meats and Grills,meats-and-grills,Colonel,78854
TYC_1031,Classic Cuisine,classic-cuisine,Le Mucha,79102
TYC_1015,Belgian,belgian,Le Mucha,79102
TYC_1085,Modern Cuisine,modern-cuisine,Le Coriandre,78965
TYC_1036,Creative,creative,Le Chalet de la Forêt,78803
TYC_1051,Creative French,creative-french,Maxime Colin,78904
TYC_1031,Classic Cuisine,classic-cuisine,Monsieur V,79401
TYC_1122,Traditional Cuisine,traditional-cuisine,Auberge Napoleon,78936
TYC_1050,Classic French,classic-french,Auberge Napoleon,78936
TYC_1031,Classic Cuisine,classic-cuisine,De Mayeur - Patrick Vandecasserie,79237
TYC_1149,Home Cooking,home-cooking,Brasserie Julie,78734
TYC_1051,Creative French,creative-french,Brasserie Julie,78734
TYC_1052,Modern French,modern-french,Lammekeshoeve,78760
TYC_1083,Mediterranean Cuisine,mediterranean-cuisine,Nesta,78971
TYC_1031,Classic Cuisine,classic-cuisine,Clash,79334
TYC_1031,Classic Cuisine,classic-cuisine,Taste,78649
TYC_1030,Chinese,chinese,Yijiangnan,79072
TYC_1161,Fusion,fusion-1161,Yijiangnan,79072
TYC_1052,Modern French,modern-french,Bistro R,79164
TYC_1156,Market Cuisine,market-cuisine,Bistro R,79164
TYC_1036,Creative,creative,Maison Alain Bianchin,79230
TYC_1051,Creative French,creative-french,Maison Alain Bianchin,79230
TYC_1044,Spanish,spanish,Tapa Ti,79297
TYC_1230,Sharing,sharing,Tapa Ti,79297
TYC_1067,Italian,italian,Antonio Morreale,79369
TYC_1067,Italian,italian,Pino,79056
TYC_1036,Creative,creative,Terborght,78842
TYC_1052,Modern French,modern-french,Green Room,79001
TYC_1015,Belgian,belgian,Chez Eddy,78933
TYC_1031,Classic Cuisine,classic-cuisine,Chez Eddy,78933
TYC_1156,Market Cuisine,market-cuisine,August,78891
TYC_1085,Modern Cuisine,modern-cuisine,August,78891
TYC_1122,Traditional Cuisine,traditional-cuisine,Ferment,79404
TYC_1230,Sharing,sharing,Ferment,79404
TYC_1085,Modern Cuisine,modern-cuisine,Sir Kwinten,78679
TYC_1075,Lyonnaise,lyonnaise,Little Paris,78979
TYC_1031,Classic Cuisine,classic-cuisine,Little Paris,78979
TYC_1096,Seafood,seafood-1096,De Kaai,79417
TYC_1031,Classic Cuisine,classic-cuisine,La Cuisine du Côté Vert,79026
TYC_1051,Creative French,creative-french,La Cuisine du Côté Vert,79026
TYC_1031,Classic Cuisine,classic-cuisine,Les Eleveurs,79162
TYC_1101,Regional Cuisine,regional-cuisine,Les Eleveurs,79162
TYC_1067,Italian,italian,L'Opera,79029
TYC_1085,Modern Cuisine,modern-cuisine,a'Muze,78991
TYC_1067,Italian,italian,Felicità,79412
TYC_1122,Traditional Cuisine,traditional-cuisine,'t Notenhof,79065
TYC_1122,Traditional Cuisine,traditional-cuisine,Brasserie du Lac,78958
TYC_1096,Seafood,seafood-1096,Brasserie du Lac,78958
TYC_1036,Creative,creative,L'Amandier,78844
TYC_1156,Market Cuisine,market-cuisine,Atelier Noun,78830
TYC_1085,Modern Cuisine,modern-cuisine,Atelier Noun,78830
TYC_1117,Thai,thai,Maïnoï,79051
TYC_1052,Modern French,modern-french,Philippe Meyers,78683
TYC_800,French Contemporary,french-contemporary,La Table Benjamin Laborie,79397
TYC_1051,Creative French,creative-french,La Table Benjamin Laborie,79397
TYC_1049,French,french,Auberge de la Roseraie,79151
TYC_1122,Traditional Cuisine,traditional-cuisine,Auberge de la Roseraie,79151
TYC_1085,Modern Cuisine,modern-cuisine,Bistro Racine,78680
TYC_1122,Traditional Cuisine,traditional-cuisine,Mamy Louise,79252
TYC_1049,French,french,Mamy Louise,79252
TYC_1122,Traditional Cuisine,traditional-cuisine,Silo's,78686
TYC_1102,Country cooking,country,Hostellerie De Biek,78766
TYC_1156,Market Cuisine,market-cuisine,Controverse,79213
TYC_1156,Market Cuisine,market-cuisine,LAM'EAU,78643
TYC_1050,Classic French,classic-french,Maison Marit,79149
TYC_1146,Organic,organic,Magma,79235
TYC_1051,Creative French,creative-french,Graspoort,79409
TYC_1161,Fusion,fusion-1161,Graspoort,79409
TYC_1085,Modern Cuisine,modern-cuisine,'t Overhamme,78940
TYC_1052,Modern French,modern-french,La Ligne Rouge,79212
TYC_1146,Organic,organic,Tero,79273
TYC_1126,Vegetarian,vegetarian,Tero,79273
TYC_1209,Chicken Specialities,chicken-specialities,The Chick,79423
TYC_1230,Sharing,sharing,Cosma,78869
TYC_6,Contemporary,contemporary,Cosma,78869
TYC_1051,Creative French,creative-french,'t Sleutelgat,79226
TYC_1036,Creative,creative,Spaans Dak,78793
TYC_1036,Creative,creative,Couvert Couvert,79177
TYC_1085,Modern Cuisine,modern-cuisine,Couvert Couvert,79177
TYC_800,French Contemporary,french-contemporary,Tinèlle,79291
TYC_1031,Classic Cuisine,classic-cuisine,Arenberg,79223
TYC_1052,Modern French,modern-french,De Bakermat,78733
TYC_1122,Traditional Cuisine,traditional-cuisine,Kelderman,78715
TYC_1096,Seafood,seafood-1096,Kelderman,78715
TYC_1031,Classic Cuisine,classic-cuisine,Borse van Amsterdam,78718
TYC_1085,Modern Cuisine,modern-cuisine,Centpourcent,78765
TYC_1250,Seasonal Cuisine,seasonal-cuisine,Bibois,78890
TYC_1015,Belgian,belgian,De Vijfhoek,79331
TYC_1067,Italian,italian,Un Altro Mondo,79287
TYC_1149,Home Cooking,home-cooking,Les Tilleuls,79338
TYC_1036,Creative,creative,Apriori,78761
TYC_1085,Modern Cuisine,modern-cuisine,Cum Laude,78951
TYC_1015,Belgian,belgian,Café d'O,78929
TYC_1156,Market Cuisine,market-cuisine,Convento Wijnbistro,79225
TYC_1052,Modern French,modern-french,d'Artagnan,78741
TYC_1051,Creative French,creative-french,Taste,79221
TYC_1031,Classic Cuisine,classic-cuisine,Le Resto des Halles,78980
TYC_1128,Meats and Grills,meats-and-grills,Bistro Tribunal,79171
TYC_1031,Classic Cuisine,classic-cuisine,Bistro Tribunal,79171
TYC_1085,Modern Cuisine,modern-cuisine,Gastrobar Hop,79295
TYC_1036,Creative,creative,Trente,78914
TYC_1085,Modern Cuisine,modern-cuisine,EED,78791
TYC_1067,Italian,italian,Guzzi,79406
TYC_1052,Modern French,modern-french,Cul'eau,78656
TYC_1156,Market Cuisine,market-cuisine,Le 1460,79115
TYC_1085,Modern Cuisine,modern-cuisine,Zappaz,79145
TYC_1156,Market Cuisine,market-cuisine,Pacht 26,78764
TYC_1015,Belgian,belgian,Zarza,79222
TYC_1085,Modern Cuisine,modern-cuisine,Het land aan de Overkant,78996
TYC_6,Contemporary,contemporary,EssenCiel,79292
TYC_1156,Market Cuisine,market-cuisine,Fleems,79425
TYC_1052,Modern French,modern-french,Eyckerhof,78652
TYC_1052,Modern French,modern-french,Maison Belge,79174
TYC_1052,Modern French,modern-french,'t Truffeltje,78797
TYC_1085,Modern Cuisine,modern-cuisine,'t Truffeltje,78797
TYC_1049,French,french,Libertine,79362
TYC_1250,Seasonal Cuisine,seasonal-cuisine,Libertine,79362
TYC_1156,Market Cuisine,market-cuisine,Au milieu de nulle part,79253
TYC_1156,Market Cuisine,market-cuisine,Resto Wald,79197
TYC_1067,Italian,italian,Via Novi,79129
TYC_1122,Traditional Cuisine,traditional-cuisine,dis-moi où ?,78688
TYC_1085,Modern Cuisine,modern-cuisine,Biestro H-eat,79099
TYC_1250,Seasonal Cuisine,seasonal-cuisine,Biestro H-eat,79099
TYC_1085,Modern Cuisine,modern-cuisine,Het Verschil,78993
TYC_1085,Modern Cuisine,modern-cuisine,Appelsveer,78997
TYC_1036,Creative,creative,Nuance,78841
TYC_1036,Creative,creative,L'Horizon,79144
TYC_1085,Modern Cuisine,modern-cuisine,De Victorie,79067
TYC_1085,Modern Cuisine,modern-cuisine,Vintage,79024
TYC_1122,Traditional Cuisine,traditional-cuisine,Chez Ginette,78938
TYC_1052,Modern French,modern-french,Wilford T,79131
TYC_800,French Contemporary,french-contemporary,De Koolputten,79025
TYC_1052,Modern French,modern-french,Het Moment,79170
TYC_1052,Modern French,modern-french,Lizanna,79437
TYC_1056,Greek,greek,Elea Ouzeri,78691
TYC_1051,Creative French,creative-french,Fortuin,79405
TYC_1015,Belgian,belgian,Fortuin,79405
TYC_1049,French,french,Alexandre,78805
TYC_1085,Modern Cuisine,modern-cuisine,Alexandre,78805
TYC_1085,Modern Cuisine,modern-cuisine,Fleur de Lin,78792
TYC_1156,Market Cuisine,market-cuisine,Hofke van Bazel,78852
TYC_1250,Seasonal Cuisine,seasonal-cuisine,Hofke van Bazel,78852
TYC_1067,Italian,italian,Trattoria Bazalia,79047
TYC_1128,Meats and Grills,meats-and-grills,Pur Boeuf,79074
TYC_1085,Modern Cuisine,modern-cuisine,Lijsterbes,79143
TYC_1162,Grills,grills-1162,Món,78758
TYC_1143,Barbecue,barbecue-1143,Món,78758
TYC_1085,Modern Cuisine,modern-cuisine,il était une fois toi et moi,78875
TYC_1052,Modern French,modern-french,Le Pilori,79123
TYC_1085,Modern Cuisine,modern-cuisine,Zicht,79435
TYC_1049,French,french,Sense,79317
TYC_1052,Modern French,modern-french,Sense,79317
TYC_1128,Meats and Grills,meats-and-grills,Butcher's Dining,78692
TYC_1156,Market Cuisine,market-cuisine,Salto,78955
TYC_1036,Creative,creative,Stable,79333
TYC_1085,Modern Cuisine,modern-cuisine,Stable,79333
TYC_1156,Market Cuisine,market-cuisine,Numerus Clausus,78840
TYC_1122,Traditional Cuisine,traditional-cuisine,Roosenberg,79069
TYC_1156,Market Cuisine,market-cuisine,Jacqueline,79100
TYC_1085,Modern Cuisine,modern-cuisine,De Ceder,78898
TYC_1036,Creative,creative,lesco,79156
TYC_1156,Market Cuisine,market-cuisine,'t Pachthuis,79367
TYC_1052,Modern French,modern-french,Vos,78957
TYC_1051,Creative French,creative-french,Vos,78957
TYC_1085,Modern Cuisine,modern-cuisine,Les Abris,79066
TYC_1250,Seasonal Cuisine,seasonal-cuisine,Les Abris,79066
TYC_1036,Creative,creative,Le Cirque,79048
TYC_1036,Creative,creative,Atelier Gist,78667
TYC_1051,Creative French,creative-french,Decan,79365
TYC_1085,Modern Cuisine,modern-cuisine,L'Embellie,78751
TYC_1156,Market Cuisine,market-cuisine,Kokovin,79110
TYC_1031,Classic Cuisine,classic-cuisine,Kokovin,79110
TYC_1146,Organic,organic,Hors-Champs,79344
TYC_1085,Modern Cuisine,modern-cuisine,Hors-Champs,79344
TYC_1085,Modern Cuisine,modern-cuisine,Nova,78677
TYC_1156,Market Cuisine,market-cuisine,Au Gré du Vent,79007
TYC_1031,Classic Cuisine,classic-cuisine,Den Silveren Harynck,79082
TYC_1031,Classic Cuisine,classic-cuisine,Minerva,79300
TYC_1122,Traditional Cuisine,traditional-cuisine,The Butcher's son,79161
TYC_1128,Meats and Grills,meats-and-grills,The Butcher's son,79161
TYC_1051,Creative French,creative-french,Chef's Table,78785
TYC_1085,Modern Cuisine,modern-cuisine,Chef's Table,78785
TYC_1143,Barbecue,barbecue-1143,Black Smoke,78916
TYC_1156,Market Cuisine,market-cuisine,Le Bouchon et l'Assiette,78838
TYC_1250,Seasonal Cuisine,seasonal-cuisine,August,79416
TYC_800,French Contemporary,french-contemporary,L'Entre D'Eux,78676
TYC_1036,Creative,creative,The Jane,79217
TYC_1031,Classic Cuisine,classic-cuisine,Chez Louis,79044
TYC_6,Contemporary,contemporary,Nebo,79389
TYC_1051,Creative French,creative-french,Misera,79356
TYC_1052,Modern French,modern-french,Misera,79356
TYC_1036,Creative,creative,Atelier Maple,79101
TYC_1156,Market Cuisine,market-cuisine,Atelier Maple,79101
TYC_1085,Modern Cuisine,modern-cuisine,Aux petits oignons,78773
TYC_1052,Modern French,modern-french,Aux petits oignons,78773
TYC_1085,Modern Cuisine,modern-cuisine,'t Korennaer,78762
TYC_1085,Modern Cuisine,modern-cuisine,Le Sixième,79313
TYC_1085,Modern Cuisine,modern-cuisine,Les Années Folles,78918
TYC_1050,Classic French,classic-french,Dôme,79374
TYC_1067,Italian,italian,Ferrier 30,79176
TYC_1096,Seafood,seafood-1096,Dôme Sur Mer,79219
TYC_1030,Chinese,chinese,Cuichine,79277
TYC_1085,Modern Cuisine,modern-cuisine,Lewis,79402
TYC_1230,Sharing,sharing,l'Amitié,79266
TYC_1015,Belgian,belgian,Ciro's,79261
TYC_800,French Contemporary,french-contemporary,GLASS,79354
TYC_1050,Classic French,classic-french,GLASS,79354
TYC_1096,Seafood,seafood-1096,Visbistro Mojo,79036
TYC_1162,Grills,grills-1162,Maven,79321
TYC_1129,Vietnamese,vietnamese,Bún,79179
TYC_1030,Chinese,chinese,5 Flavors Mmei,78843
TYC_1036,Creative,creative,Kommilfoo,79173
TYC_1015,Belgian,belgian,Bizie Lizie,78745
TYC_63,Latin American,latin-american,A'Sur,79085
TYC_1052,Modern French,modern-french,A'Sur,79085
TYC_1031,Classic Cuisine,classic-cuisine,Hof Ter Hulst,78798
TYC_1085,Modern Cuisine,modern-cuisine,Signatuur,79281
TYC_1250,Seasonal Cuisine,seasonal-cuisine,Under The Palm Trees,78870
TYC_1085,Modern Cuisine,modern-cuisine,Under The Palm Trees,78870
TYC_1068,Japanese,japanese,Ko'uzi,79160
TYC_1115,Sushi,sushi,Ko'uzi,79160
TYC_1052,Modern French,modern-french,1238,79390
TYC_1051,Creative French,creative-french,1238,79390
TYC_1122,Traditional Cuisine,traditional-cuisine,Bar Bulot at Botanic,79366
TYC_1036,Creative,creative,Het Gebaar,78903
TYC_1036,Creative,creative,Fine Fleur,79375
TYC_1050,Classic French,classic-french,Tafeltje Rond,78862
TYC_1250,Seasonal Cuisine,seasonal-cuisine,Tafeltje Rond,78862
TYC_1036,Creative,creative,Hertog Jan at Botanic,78819
TYC_814,Italian Contemporary,italian-contemporary,Le Pristine,78814
TYC_1051,Creative French,creative-french,Glou Glou,79352
TYC_1161,Fusion,fusion-1161,Glou Glou,79352
TYC_1203,Asian Contemporary,asian-contemporary,Blueness Antwerp,79421
TYC_1051,Creative French,creative-french,Blueness Antwerp,79421
TYC_1146,Organic,organic,Graanmarkt 13,78723
TYC_1156,Market Cuisine,market-cuisine,Graanmarkt 13,78723
TYC_1049,French,french,VAS,79239
TYC_1015,Belgian,belgian,VAS,79239
TYC_1096,Seafood,seafood-1096,Het Nieuwe Palinghuis,79121
TYC_1010,Asian,asian,DIM Dining,79307
TYC_1085,Modern Cuisine,modern-cuisine,Le Mont-à-Gourmet,78639
TYC_1085,Modern Cuisine,modern-cuisine,RAS,78813
TYC_1031,Classic Cuisine,classic-cuisine,'t Fornuis,79120
TYC_800,French Contemporary,french-contemporary,Nage,79325
TYC_1036,Creative,creative,Nage,79325
TYC_1030,Chinese,chinese,Ni Shifu,78693
TYC_1116,Sichuan,sichuan,Ni Shifu,78693
TYC_90,Vegan,vegan-90,WILDn,79351
TYC_1085,Modern Cuisine,modern-cuisine,InVINcible,78902
TYC_1085,Modern Cuisine,modern-cuisine,FRANQ,78907
TYC_1052,Modern French,modern-french,Nathan,78731
TYC_1156,Market Cuisine,market-cuisine,September.,79434
TYC_1052,Modern French,modern-french,De Vijf Seizoenen,79150
TYC_1067,Italian,italian,Arrikiiati,79023
TYC_1085,Modern Cuisine,modern-cuisine,Arrikiiati,79023
TYC_1031,Classic Cuisine,classic-cuisine,Schnitzel,79126
TYC_1085,Modern Cuisine,modern-cuisine,Pazzo,79426
TYC_1162,Grills,grills-1162,Rooselaer,78742
TYC_1031,Classic Cuisine,classic-cuisine,Rooselaer,78742
TYC_1128,Meats and Grills,meats-and-grills,Món,78960
TYC_1122,Traditional Cuisine,traditional-cuisine,Bistrot du Nord,78834
TYC_1036,Creative,creative,Zilte,78833
TYC_1096,Seafood,seafood-1096,Vis van A,79086
TYC_1126,Vegetarian,vegetarian,Vis van A,79086
TYC_1051,Creative French,creative-french,Melchior,79134
TYC_1085,Modern Cuisine,modern-cuisine,U Eat & Sleep,79006
TYC_1156,Market Cuisine,market-cuisine,Bistrot L'îlot,78696
TYC_1096,Seafood,seafood-1096,Pont neuf,79201
TYC_1031,Classic Cuisine,classic-cuisine,Bar(t)-à-vin,78783
TYC_1156,Market Cuisine,market-cuisine,De Refugie,78989
TYC_1049,French,french,De Refugie,78989
TYC_1067,Italian,italian,Upton,79290
TYC_1085,Modern Cuisine,modern-cuisine,Upton,79290
TYC_1085,Modern Cuisine,modern-cuisine,Bulthaup,79045
TYC_1044,Spanish,spanish,La Taperia,78913
TYC_1146,Organic,organic,Instroom,78663
TYC_1065,International,international,Instroom,78663
TYC_1250,Seasonal Cuisine,seasonal-cuisine,Le Délice du Jour,79373
TYC_1085,Modern Cuisine,modern-cuisine,Le Délice du Jour,79373
TYC_1085,Modern Cuisine,modern-cuisine,Het Pomphuis,79127
TYC_1030,Chinese,chinese,L'Esprit Bouddha,79379
TYC_1146,Organic,organic,L'Esprit Bouddha,79379
TYC_1052,Modern French,modern-french,Céma Passion,79172
TYC_1156,Market Cuisine,market-cuisine,Bruun,78626
TYC_1156,Market Cuisine,market-cuisine,Le Bouton d'Or,79260
TYC_1250,Seasonal Cuisine,seasonal-cuisine,Le Bouton d'Or,79260
TYC_1085,Modern Cuisine,modern-cuisine,Ukiyo,78920
TYC_1036,Creative,creative,L'Air du Temps,78795
TYC_1085,Modern Cuisine,modern-cuisine,L'Air du Temps,78795
TYC_1031,Classic Cuisine,classic-cuisine,La Traverse,78642
TYC_1085,Modern Cuisine,modern-cuisine,Le Vieux Château,79071
TYC_1085,Modern Cuisine,modern-cuisine,Gustatif,79142
TYC_1052,Modern French,modern-french,De Blauwe Artisjok,78767
TYC_800,French Contemporary,french-contemporary,Casello,79336
TYC_1052,Modern French,modern-french,Casello,79336
TYC_1085,Modern Cuisine,modern-cuisine,Chai Gourmand,79383
TYC_1031,Classic Cuisine,classic-cuisine,Eddy Vraie,79329
TYC_1156,Market Cuisine,market-cuisine,Hertebos,78697
TYC_1122,Traditional Cuisine,traditional-cuisine,Brasserie Juste,79186
TYC_1156,Market Cuisine,market-cuisine,Brasserie Juste,79186
TYC_1051,Creative French,creative-french,Horseele,78634
TYC_1015,Belgian,belgian,Julienne,78983
TYC_1085,Modern Cuisine,modern-cuisine,Quai n°4,78964
TYC_1085,Modern Cuisine,modern-cuisine,Talloor d'Or,79399
TYC_1036,Creative,creative,Commotie,78807
TYC_1085,Modern Cuisine,modern-cuisine,D'Oude Pastorie,78956
TYC_844,Spanish Contemporary,spanish-contemporary,Bar Bask,79298
TYC_1250,Seasonal Cuisine,seasonal-cuisine,Basile,79358
TYC_1156,Market Cuisine,market-cuisine,Basile,79358
TYC_1156,Market Cuisine,market-cuisine,Boris & Maurice,79377
TYC_1036,Creative,creative,Souvenir,78672
TYC_1146,Organic,organic,Souvenir,78672
